# idA idB nx ny nz Fn uN cellDistX cellDistY cellDistZ
1119 4998 0.106625 0.547968 -0.829676 -0.0201059 -1.21687e-06 0 0 0
3 5363 0.341 -0.931745 -0.124778 -0.0176606 -1.45623e-06 0 0 0
3783 36 0.182609 -0.982967 -0.0207165 -0.00889982 -6.37994e-07 0 0 0
1119 5356 0.0531065 0.393216 0.917911 -0.0189621 -1.40707e-06 0 0 0
3173 1548 0.128517 -0.985022 0.114954 -0.00319739 -2.71775e-07 0 0 0
4678 4929 0.933826 0.158367 -0.320762 -0.00384081 -3.23796e-07 1 0 0
2277 2110 0.813686 -0.563706 0.141955 -0.0261453 -2.0855e-06 0 0 0
1615 65 -0.0879313 0.14674 -0.985259 -0.0352623 -2.67062e-06 0 0 0
1491 367 0.376963 -0.716507 0.586956 -0.000567125 -5.27753e-08 0 0 0
4175 2350 0.0945134 0.671445 0.735002 -0.0013419 -8.69204e-08 0 0 0
1314 262 0.97694 0.17737 -0.118865 -0.00338215 -3.00359e-07 0 0 0
878 3066 0.920347 0.369895 0.127041 -0.0119033 -7.73591e-07 0 0 0
4494 3881 0.747027 0.649685 -0.140925 -0.00254792 -2.04867e-07 0 0 0
1314 4406 0.14301 -0.873235 0.465843 -0.00405748 -3.37547e-07 0 0 0
1965 3622 0.821535 0.375463 0.429078 -0.0161337 -1.34067e-06 0 0 0
4030 1026 0.0393887 0.00532418 -0.99921 -0.0107381 -8.12536e-07 0 0 -1
2941 5392 0.1267 -0.0379771 -0.991214 -0.00442333 -3.24032e-07 0 0 0
2938 3911 -0.0687622 0.0986453 -0.992744 -0.0296972 -2.49961e-06 0 0 0
252 3316 -0.0750871 -0.802269 -0.592222 -0.00415647 -3.06865e-07 0 0 0
1686 4585 0.541184 -0.761916 -0.355814 -0.0140086 -1.33481e-06 0 0 0
4072 2169 0.826778 0.522255 0.209019 -0.00785283 -7.31094e-07 0 0 0
703 3035 0.167426 -0.14887 -0.97458 -0.0123395 -1.05834e-06 0 0 0
1686 5259 0.486388 0.373397 -0.789938 -0.0426978 -2.89288e-06 0 0 0
3936 3627 0.975831 0.201869 -0.0836863 -7.16095e-05 -6.2359e-09 0 0 0
722 3876 0.416468 -0.884313 -0.211054 -0.00129995 -1.02988e-07 0 0 0
2397 1744 0.516607 -0.530477 -0.672095 -0.0326138 -2.61929e-06 0 0 0
722 1737 0.030818 -0.0305007 0.99906 -6.95189e-05 -4.95297e-09 0 0 0
164 4876 -0.304424 -0.153284 -0.940123 -0.000906877 -6.4057e-08 0 0 0
2896 3765 0.00230913 0.652304 0.757954 -0.00482635 -4.31857e-07 0 0 0
2812 4147 0.842561 0.211907 -0.495163 -0.0112032 -9.13291e-07 0 0 0
2812 4143 0.421877 -0.266083 0.866729 -0.0120859 -1.04016e-06 0 0 0
2853 3393 0.301721 -0.953013 0.0270304 -0.00934509 -7.69725e-07 0 0 0
2583 4638 -0.244654 0.286056 -0.926453 -0.0194821 -1.59444e-06 0 0 0
4089 4908 0.596878 0.348417 0.722733 -0.0122053 -9.98326e-07 0 0 0
1087 3204 0.621745 0.0624285 -0.780727 -0.015265 -1.0917e-06 1 0 -1
1087 2577 0.46577 0.884128 0.0370863 -0.0107334 -7.91288e-07 0 0 0
2059 1803 0.129938 -0.319928 -0.938489 -0.0286343 -2.20217e-06 0 0 0
3642 5374 0.705372 -0.408395 0.579365 -0.009356 -7.86945e-07 1 0 0
4905 4814 0.654145 0.60457 -0.454521 -0.0180674 -1.23535e-06 1 0 0
3855 5356 0.47359 -0.652031 -0.592088 -0.00971304 -7.25625e-07 0 0 0
3080 1256 0.043782 0.866536 -0.497191 -0.00679319 -4.52648e-07 0 0 0
