# idA idB nx ny nz Fn uN cellDistX cellDistY cellDistZ
1119 4998 0.0959936 0.543645 -0.833808 -0.0102227 -6.18712e-07 0 0 0
3 5363 0.274043 -0.95074 -0.144893 -0.00666087 -5.49233e-07 0 0 0
3783 36 0.175884 -0.98381 -0.0343894 -0.00061353 -4.39816e-08 0 0 0
1119 5356 0.0335446 0.400316 0.915763 -0.0101168 -7.50712e-07 0 0 0
3173 1548 0.134952 -0.984279 0.113942 -0.00802608 -6.82208e-07 0 0 0
4122 1245 -0.0903324 -0.992187 -0.0860569 -0.00859869 -6.11839e-07 0 0 0
2277 2110 0.808307 -0.577227 0.115968 -0.0168118 -1.34101e-06 0 0 0
1615 65 -0.0691039 0.167029 -0.983527 -0.0350717 -2.65619e-06 0 0 0
1491 367 0.385254 -0.691464 0.611111 -0.00394781 -3.67374e-07 0 0 0
4175 2350 0.119749 0.668086 0.734385 -0.00422837 -2.73888e-07 0 0 0
1314 262 0.975227 0.17989 -0.128736 -0.00549752 -4.8822e-07 0 0 0
878 3066 0.916596 0.367314 0.157901 -0.0117494 -7.63586e-07 0 0 0
3938 5123 0.4441 0.216684 -0.869381 -0.000942679 -6.49183e-08 0 0 0
1314 4406 0.190423 -0.875748 0.443627 -0.0104888 -8.7258e-07 0 0 0
1965 3622 0.811458 0.363404 0.457683 -0.00697564 -5.79656e-07 0 0 0
4030 1026 0.056448 0.00725497 -0.998379 -0.0188494 -1.4263e-06 0 0 -1
2941 5392 0.131204 -0.0441362 -0.990372 -0.0128344 -9.40188e-07 0 0 0
2938 3911 -0.0349173 0.028741 -0.998977 -0.0270694 -2.27843e-06 0 0 0
252 3316 -0.0753554 -0.811278 -0.579785 -0.00275163 -2.03148e-07 0 0 0
1686 4585 0.524893 -0.767386 -0.368247 -0.0182645 -1.74033e-06 0 0 0
4072 2169 0.816548 0.53208 0.223919 -0.0169928 -1.58201e-06 0 0 0
703 3035 0.135189 -0.0971507 -0.986045 -0.00257767 -2.21082e-07 0 0 0
1686 5259 0.488629 0.372687 -0.788889 -0.0324972 -2.20177e-06 0 0 0
3109 3390 0.360633 -0.324183 -0.874557 -0.00603905 -3.76021e-07 0 0 0
722 3876 0.424632 -0.883862 -0.196154 -0.00256746 -2.03405e-07 0 0 0
2397 1744 0.521872 -0.538767 -0.661347 -0.027353 -2.19679e-06 0 0 0
722 1737 0.0154504 -0.102109 0.994653 -0.00323679 -2.30608e-07 0 0 0
164 4876 -0.302711 -0.131878 -0.943914 -0.00764551 -5.40039e-07 0 0 0
2896 3765 0.00857952 0.678481 0.734568 -0.00484603 -4.33618e-07 0 0 0
2812 4147 0.860973 0.216075 -0.460475 -0.00439857 -3.58573e-07 0 0 0
2812 4143 0.415068 -0.255554 0.873161 -0.0184762 -1.59013e-06 0 0 0
2853 3393 0.331567 -0.94129 0.063538 -0.00952639 -7.84657e-07 0 0 0
2583 4638 -0.227228 0.301181 -0.926098 -0.0153794 -1.25867e-06 0 0 0
4089 4908 0.616778 0.341851 0.709029 -0.0112991 -9.24199e-07 0 0 0
1087 3204 0.605967 0.0608161 -0.793162 -0.00646749 -4.62533e-07 1 0 -1
1087 2577 0.456659 0.889454 0.0183019 -0.0160629 -1.18419e-06 0 0 0
2059 1803 0.117259 -0.333947 -0.93527 -0.0493402 -3.79458e-06 0 0 0
3642 5374 0.706544 -0.400853 0.583192 -0.003711 -3.12137e-07 1 0 0
4905 4814 0.664873 0.615982 -0.422504 -0.0110176 -7.53324e-07 1 0 0
3855 5356 0.491777 -0.654468 -0.574306 -0.000837756 -6.25856e-08 0 0 0
3080 1256 0.0270236 0.860773 -0.508272 -0.0147757 -9.84545e-07 0 0 0
1701 2292 0.107666 0.0779482 -0.991127 -0.0352111 -3.17815e-06 0 0 0
517 4143 0.384374 -0.308802 -0.869999 -0.00505641 -4.27387e-07 0 0 0
1198 2806 0.753538 0.377728 -0.538054 -0.00501077 -3.37606e-07 0 0 0
4291 3982 0.769775 -0.638151 0.0144615 -0.0017923 -1.36992e-07 0 0 0
1212 476 0.0478135 -0.107423 -0.993063 -0.00939372 -6.4528e-07 0 0 0
1199 4927 -0.0814482 -0.85573 0.510972 -0.0131512 -1.11675e-06 0 0 0
4747 4998 0.346942 0.429941 0.833536 -0.020779 -1.71373e-06 0 0 0
4747 3395 0.281171 0.465661 -0.839108 -0.016469 -1.31548e-06 0 0 0
4429 1799 -0.578308 -0.531522 -0.618906 -0.00161334 -1.27332e-07 0 0 0
3985 3804 0.699796 -0.646595 -0.303645 -0.0294215 -1.7976e-06 1 0 0
2246 430 0.98831 0.150801 -0.0224236 -0.0151046 -1.08975e-06 1 0 0
5219 4944 0.420665 0.0452946 -0.906085 -0.0230833 -1.36667e-06 1 0 0
4643 4657 0.140404 -0.528437 -0.837282 -0.0178334 -1.27195e-06 0 0 0
960 3986 0.166567 0.316118 -0.933983 -0.0226733 -1.74697e-06 0 0 0
1499 1507 0.81982 -0.408169 -0.401613 -0.0234766 -2.0161e-06 1 0 0
4752 2692 0.184644 -0.982227 0.0337056 -0.002174 -1.84523e-07 0 0 0
988 1079 0.535931 -0.215545 0.816283 -0.0142655 -1.22523e-06 0 0 0
2397 5302 0.608639 0.553366 0.568635 -0.0131343 -1.08448e-06 -1 0 0
395 2723 0.825294 0.209472 0.524415 -0.00336635 -2.59263e-07 1 0 0
498 2132 0.442585 0.414663 0.795093 -0.0273736 -1.65101e-06 0 0 0
988 1851 0.226691 -0.834098 -0.502884 -0.0250054 -2.09311e-06 0 0 0
241 2608 0.43397 -0.900497 0.027856 -0.00439985 -3.3527e-07 0 0 0
4657 2436 0.209394 0.855756 -0.473113 -0.00140877 -1.07002e-07 0 0 0
4628 2661 0.10847 -0.954468 -0.277894 -0.0106283 -7.588e-07 0 0 0
1243 2732 0.371424 -0.543212 -0.75297 -0.0170016 -1.13883e-06 0 0 0
2397 1456 0.762405 -0.536874 0.361255 -0.00556303 -4.04947e-07 0 0 0
4643 2924 0.732192 0.583093 -0.351992 -0.0124582 -7.39483e-07 1 0 0
1119 1753 0.0740339 -0.862903 -0.499917 -0.0060355 -3.29549e-07 0 0 0
3783 3655 0.610217 -0.361947 -0.704719 -0.0173459 -1.29523e-06 0 0 0
2508 369 0.163394 0.565277 -0.808557 -0.00864419 -6.49861e-07 0 0 0
2959 792 0.357498 -0.933657 0.0219052 -0.0120051 -1.09739e-06 0 0 0
3354 2365 -0.975685 -0.0930787 -0.198434 -0.00280871 -1.94463e-07 0 0 0
1768 844 -0.136342 0.36477 -0.921061 -0.00517488 -4.02815e-07 0 0 0
1923 1756 0.84393 -0.473719 0.251741 -0.0166464 -1.13053e-06 1 0 0
2500 3991 0.767157 -0.239297 -0.595153 -0.0106011 -9.28882e-07 0 0 0
