# idA idB nx ny nz Fn uN cellDistX cellDistY cellDistZ
1119 4998 0.106655 0.560693 -0.821126 -0.023394 -1.41588e-06 0 0 0
3 5363 0.39779 -0.913793 -0.0821271 -0.0210913 -1.73912e-06 0 0 0
3783 36 0.130468 -0.99134 -0.0149146 -0.0138621 -9.93719e-07 0 0 0
1119 5356 0.0412155 0.381568 0.923422 -0.0226678 -1.68206e-06 0 0 0
3173 1548 0.0954981 -0.993414 0.0633164 -0.0144241 -1.22604e-06 0 0 0
3783 2291 0.371533 0.635481 -0.676851 -0.00241832 -1.98706e-07 0 0 0
2277 2110 0.797244 -0.588175 0.135837 -0.0247493 -1.97415e-06 0 0 0
1615 65 -0.0934115 0.143148 -0.985283 -0.011623 -8.80282e-07 0 0 0
4242 1323 0.495593 -0.000778062 0.868555 -0.00212467 -1.32239e-07 0 0 0
4175 2350 0.0616877 0.674194 0.735973 -0.0118103 -7.65e-07 0 0 0
1314 262 0.975883 0.183938 -0.117553 -0.0114141 -1.01366e-06 0 0 0
878 3066 0.897105 0.422338 0.129743 -0.00981475 -6.37856e-07 0 0 0
2266 5098 0.360522 -0.923225 0.132968 -0.00102628 -7.59732e-08 0 0 0
1314 4406 0.10475 -0.865811 0.489284 -0.00999652 -8.31624e-07 0 0 0
1965 3622 0.800979 0.440733 0.405199 -0.0156154 -1.29759e-06 0 0 0
4030 1026 0.0608212 -0.0264902 -0.997797 -0.00394165 -2.98258e-07 0 0 -1
3109 3390 0.332605 -0.314184 -0.889192 -0.0118861 -7.39001e-07 0 0 0
2938 3911 -0.0513281 0.119286 -0.991532 -0.0191367 -1.61074e-06 0 0 0
252 3316 -0.0460477 -0.807492 -0.588078 -0.00214795 -1.5858e-07 0 0 0
1686 4585 0.59144 -0.737698 -0.325576 -0.0179147 -1.70699e-06 0 0 0
4072 2169 0.820662 0.540761 0.184637 -0.014752 -1.3734e-06 0 0 0
703 3035 0.161636 -0.223175 -0.961284 -0.00291525 -2.50035e-07 0 0 0
1686 5259 0.5006 0.351159 -0.791257 -0.0217309 -1.47232e-06 0 0 0
3936 3627 0.97452 0.210733 -0.0768298 -0.0020044 -1.74547e-07 0 0 0
722 3876 0.363041 -0.881133 -0.302995 -0.0141241 -1.11897e-06 0 0 0
2397 1744 0.519265 -0.498012 -0.694513 -0.0202401 -1.62553e-06 0 0 0
722 1737 -0.00156975 0.0650372 0.997882 -0.012585 -8.93819e-07 0 0 0
18 1897 0.708516 0.177693 0.682957 -0.00315982 -2.47034e-07 0 0 0
2896 3765 0.00496937 0.608349 0.793654 -0.0161478 -1.44489e-06 0 0 0
2812 4147 0.833101 0.181122 -0.522625 -0.0143996 -1.17386e-06 0 0 0
2812 4143 0.406353 -0.30797 0.860251 -0.0217311 -1.87026e-06 0 0 0
2896 2929 0.944586 -0.146319 0.293852 -0.00354052 -2.22964e-07 1 0 0
2583 4638 -0.256474 0.257708 -0.931562 -0.01365 -1.11714e-06 0 0 0
2308 1343 0.844318 -0.171125 0.507783 -0.00268821 -2.44867e-07 0 0 0
1087 3204 0.668478 0.0537426 -0.741788 -0.0238586 -1.70629e-06 1 0 -1
1087 2577 0.512946 0.858244 0.0174343 -0.00451669 -3.32979e-07 0 0 0
498 2334 0.169245 -0.065275 -0.98341 -0.00654852 -6.08905e-07 0 0 0
3642 5374 0.706508 -0.395644 0.586781 -0.017124 -1.44033e-06 1 0 0
4905 4814 0.638762 0.575764 -0.510372 -0.0366528 -2.50611e-06 1 0 0
3855 5356 0.421723 -0.637211 -0.645068 -0.00754265 -5.63483e-07 0 0 0
3080 1256 0.000514473 0.872298 -0.488975 -0.000356031 -2.37233e-08 0 0 0
1701 2292 0.104317 0.163704 -0.980979 -0.0249791 -2.25461e-06 0 0 0
517 4143 0.336406 -0.176875 -0.924957 -0.00744582 -6.2935e-07 0 0 0
5137 3991 0.691854 0.646712 0.321094 -0.0190411 -1.27871e-06 0 0 0
300 1323 0.498502 0.272266 -0.823023 -0.00353125 -3.1696e-07 1 0 0
1212 476 0.0722833 -0.079627 -0.994201 -0.000864397 -5.93778e-08 0 0 0
2971 4034 0.501031 -0.771746 -0.391631 -0.00241664 -1.63618e-07 1 0 0
4747 4998 0.319356 0.365748 0.874208 -0.0283662 -2.33948e-06 0 0 0
4747 3395 0.300846 0.32407 -0.896923 -0.0210785 -1.68367e-06 0 0 0
