# idA idB nx ny nz Fn uN cellDistX cellDistY cellDistZ
1119 4998 0.137861 0.566858 -0.812199 -0.00786922 -4.76269e-07 0 0 0
3 5363 0.487498 -0.87273 0.0262327 -0.0220904 -1.8215e-06 0 0 0
3783 36 0.125963 -0.990896 0.0475305 -0.0133435 -9.56545e-07 0 0 0
1119 5356 0.0656788 0.35751 0.931597 -0.0145867 -1.0824e-06 0 0 0
1119 1753 0.146267 -0.857856 -0.492634 -0.00582166 -3.17873e-07 0 0 0
3783 2291 0.404627 0.576966 -0.709498 -0.00508906 -4.18153e-07 0 0 0
2277 2110 0.84532 -0.523606 0.106164 -0.0102351 -8.16413e-07 0 0 0
3783 2299 0.984001 0.174402 0.0364164 -0.00753602 -6.08825e-07 1 0 0
2277 4716 0.464838 0.873035 0.14743 -0.00824432 -6.13032e-07 0 0 0
878 3801 0.276957 -0.874083 0.399092 -0.00352601 -2.35799e-07 0 0 0
1314 262 0.964887 0.244396 -0.0962506 -0.00991514 -8.80537e-07 0 0 0
878 3066 0.891981 0.419382 0.168788 -0.00717132 -4.66061e-07 0 0 0
2266 5098 0.387839 -0.918566 0.0762695 -0.00186804 -1.38287e-07 0 0 0
1314 4406 0.0866719 -0.835092 0.54324 -0.011475 -9.54625e-07 0 0 0
843 3918 0.909762 0.105081 0.401612 -0.00355959 -2.61782e-07 0 0 0
3109 2042 0.683908 0.641991 0.346578 -0.000726503 -4.54274e-08 0 0 0
3109 3390 0.365531 -0.236825 -0.900167 -0.0182955 -1.13749e-06 0 0 0
1737 888 0.702988 0.471438 -0.532499 -0.000290141 -2.08842e-08 1 0 0
1737 3881 0.643143 -0.683264 -0.345713 -0.00686781 -4.85906e-07 0 0 0
1686 4585 0.626684 -0.703784 -0.334597 -0.00154972 -1.47665e-07 0 0 0
4072 2169 0.807045 0.553477 0.205768 -0.0058472 -5.44371e-07 0 0 0
3850 4539 0.829647 0.413166 -0.375472 -0.00199727 -1.73228e-07 0 0 0
722 888 0.74145 0.535585 0.404228 -0.0019752 -1.48097e-07 1 0 0
3642 4230 0.479158 -0.339982 -0.80921 -0.0097826 -7.75523e-07 0 0 0
722 3876 0.374692 -0.860073 -0.346237 -0.0118533 -9.39064e-07 0 0 0
2397 1744 0.533922 -0.520896 -0.666029 -0.0325185 -2.61164e-06 0 0 0
722 1737 0.0312141 0.0614863 0.99762 -0.0226955 -1.61188e-06 0 0 0
2812 2146 0.841867 -0.539013 0.0269339 -0.0056627 -4.5825e-07 0 0 0
2896 3765 0.0131095 0.656188 0.754483 -0.0103507 -9.2617e-07 0 0 0
2812 4147 0.835421 0.200805 -0.511614 -0.0137201 -1.11846e-06 0 0 0
2812 4143 0.42313 -0.284776 0.860153 -0.017123 -1.47367e-06 0 0 0
2896 2929 0.940229 -0.126441 0.3162 -0.00694922 -4.37627e-07 1 0 0
1087 3728 0.913514 -0.39728 0.0875263 -0.00602616 -4.26878e-07 1 0 0
959 2741 0.469541 0.878041 -0.0926005 -0.000419979 -3.96234e-08 0 0 0
1087 3204 0.642397 0.0566288 -0.764277 -0.00667088 -4.77079e-07 1 0 -1
1087 2577 0.501512 0.865019 0.0150924 -0.00756296 -5.57555e-07 0 0 0
959 2550 0.911322 -0.104597 0.398185 -0.00198294 -1.60988e-07 0 0 0
3642 5374 0.676879 -0.38024 0.63028 -0.0153546 -1.2915e-06 1 0 0
4905 4814 0.6039 0.603962 -0.520129 -0.0348485 -2.38275e-06 1 0 0
4905 1507 0.608293 -0.468571 0.640641 -0.0244264 -1.67213e-06 1 -1 0
3642 1457 0.432926 0.654939 -0.619379 -0.0043817 -3.07665e-07 0 0 0
2829 4274 -0.0737155 -0.173799 -0.982018 -0.00496073 -4.24288e-07 0 0 0
517 4143 0.342161 -0.0895743 -0.935362 -0.00593078 -5.01293e-07 0 0 0
5137 3991 0.659383 0.674802 0.331444 -0.0244628 -1.6428e-06 0 0 0
517 1720 0.52885 -0.649633 0.546164 -0.000909678 -7.94036e-08 0 0 0
517 1495 0.658821 0.660547 -0.360046 -0.00595709 -4.24182e-07 0 0 0
4678 4929 0.886444 0.22815 -0.402696 -0.0104386 -8.77315e-07 1 0 0
4747 4998 0.287801 0.291378 0.912288 -0.0219639 -1.81145e-06 0 0 0
4747 3395 0.271671 0.203702 -0.940585 -0.00833273 -6.65586e-07 0 0 0
4747 1226 0.505062 -0.846276 -0.169499 -0.00913026 -7.26219e-07 0 0 0
3985 3804 0.688681 -0.618959 -0.377636 -0.00734124 -4.48536e-07 1 0 0
2246 430 0.98166 0.184913 -0.0463836 -0.0124723 -8.99843e-07 1 0 0
5219 4944 0.399833 0.0971453 -0.911425 -0.0191462 -1.13357e-06 1 0 0
2246 4337 0.58964 -0.620931 0.516497 -0.00632175 -4.2009e-07 1 0 0
5219 740 0.723783 0.508323 0.466632 -0.00293169 -2.54596e-07 1 0 0
5219 1075 0.756647 -0.419184 0.501767 -0.00406819 -2.60051e-07 1 0 0
2246 3360 0.383643 -0.823691 -0.417553 -0.00373716 -2.7515e-07 0 0 0
988 1079 0.516111 -0.231142 0.824744 -0.00453345 -3.89365e-07 0 0 0
498 2334 0.168355 -0.0512559 -0.984393 -0.0030338 -2.81496e-07 0 0 0
1329 3668 0.267949 0.923372 -0.274931 -0.00130069 -9.77476e-08 0 0 0
498 2132 0.398765 0.37908 0.835036 -0.0136675 -8.24341e-07 0 0 0
988 1851 0.397867 -0.725427 -0.561656 -0.0228639 -1.91386e-06 0 0 0
1243 4034 0.945311 0.001682 0.326166 -0.00561982 -3.618e-07 1 0 0
4657 2436 0.277194 0.78181 -0.558513 -0.00151402 -1.14996e-07 0 0 0
1243 3801 0.375679 0.554852 -0.742296 -0.00582199 -4.02313e-07 0 0 0
1243 2732 0.330362 -0.499304 -0.800972 -0.0130355 -8.73169e-07 0 0 0
4643 2640 0.915553 0.082909 0.393558 -0.00502299 -4.36319e-07 1 0 0
4643 2924 0.759486 0.528778 -0.378912 -0.0143821 -8.53682e-07 1 0 0
