# **S.energy	elast	eps_norm	eps_x	eps_y	eps_z	gradVWork	i	kinetic	nonviscDamp	plast	q	sigM	sig_norm	sig_x	sig_y	sig_z	step	t	unbE	unbF
nan	8.68844391429e-05	0.0107721940572	0.00230187908485	0.00342574211905	-0.00995016625083	-0.00010686923276	52000	3.25793007806e-10	5.19813313878e-06	7.5007690143e-05	-21623.9863181	-57332.640813	100860.429648	-50124.6447127	-50124.6466955	-71748.6310308	2	0.0339709122992	3.7497279262e-06	6.1886335101e-07
nan	8.68844367996e-05	0.0107721941056	0.00230187910893	0.00342574225503	-0.00995016625083	-0.000106869230594	52100	3.25765067377e-10	5.19813315868e-06	7.50076902314e-05	-21623.984514	-57332.6397086	100860.427666	-50124.6449538	-50124.6447043	-71748.6294678	2	0.0340361291513	3.74940644581e-06	5.13313122078e-07
nan	8.73236864888e-05	0.0107926369724	0.00230218140552	0.00342604932971	-0.00997211911202	-0.000107324705578	52200	3.53049021805e-10	5.19845504509e-06	7.50115971085e-05	-21814.3910788	-57501.3677795	101175.293614	-50229.2861578	-50231.1399442	-72043.6772366	3	0.0341013460035	4.04299264038e-06	8.58918070082e-08
nan	8.80101678904e-05	0.0108623159378	0.00232083419095	0.00344508743347	-0.0100366831556	-0.000108116462339	52300	4.67213804835e-10	5.19904938517e-06	7.51265885291e-05	-22304.0005144	-57724.7337091	101626.961252	-50289.1472377	-50291.9061377	-72593.147752	3	0.0341665624816	5.30863440026e-06	8.58918070082e-08
nan	8.76379533533e-05	0.0109454342079	0.0023642572098	0.0034896608454	-0.0101012417568	-0.000108210865671	52400	8.86673549491e-10	5.20033273596e-06	7.55925826215e-05	-22533.6043088	-57499.5563782	101276.644286	-49985.088281	-49994.888264	-72518.6925898	3	0.0342317777239	1.0117460707e-05	8.58918070082e-08
nan	8.82079091737e-05	0.0110129598824	0.00237685069431	0.00350606552218	-0.0101657941501	-0.000109154569553	52500	4.24513253783e-10	5.20169583357e-06	7.59550547826e-05	-22768.1487694	-57701.2405923	101654.838581	-50107.7776379	-50120.0177318	-72875.9264073	3	0.0342969909556	4.81264387468e-06	8.58918070082e-08
nan	8.91648979062e-05	0.0110769196733	0.00238288311083	0.00351569775464	-0.0102303414814	-0.000110276730227	52600	4.80447024878e-10	5.20251010107e-06	7.6127979973e-05	-23111.5325388	-58058.6968626	102315.885139	-50355.0304423	-50354.4971643	-73466.5629812	3	0.0343622033144	5.38829781853e-06	8.58918070082e-08
nan	8.86683805e-05	0.0111597147822	0.0024243129864	0.00356052122269	-0.0102948836412	-0.000110401581818	52700	1.24449680434e-09	5.20436199913e-06	7.67554120517e-05	-23168.3194639	-57818.6521165	101915.231566	-50093.2338476	-50101.1691903	-73261.5533116	3	0.0344274147021	1.40354069547e-05	8.58918070082e-08
nan	8.83263041478e-05	0.0112370812726	0.00245428780366	0.00359595529528	-0.010359419502	-0.000110841791962	52800	6.92259461109e-10	5.20742680565e-06	7.75229217394e-05	-23121.5822279	-57670.3694616	101655.556414	-49959.5529369	-49970.4202832	-73081.1351647	3	0.0344926239889	7.83752323601e-06	8.58918070082e-08
nan	8.95517106871e-05	0.0112964413841	0.00245094019561	0.00359774454017	-0.0104239490754	-0.000112219130023	52900	3.97257671907e-10	5.20868636493e-06	7.76761834155e-05	-23464.793354	-58146.2682729	102518.674572	-50325.7089803	-50322.593504	-73790.5023343	3	0.0345578311746	4.43607016392e-06	8.58918070082e-08
nan	8.96145214772e-05	0.0113722967861	0.00247965960933	0.0036293725888	-0.0104884735317	-0.000112714942814	53000	9.32538413099e-10	5.21010027496e-06	7.81200673658e-05	-23618.5501233	-58132.2778736	102518.680095	-50261.6282325	-50255.0270324	-73880.1783559	3	0.0346230374293	1.04061082705e-05	8.58918070082e-08
nan	8.85984292623e-05	0.0114583334425	0.00252779734646	0.00367940027193	-0.0105529929164	-0.000112691696489	53100	1.55201069536e-09	5.21343213802e-06	7.91045936333e-05	-23408.0105189	-57712.4605359	101770.9493	-49906.6245008	-49916.1220873	-73314.6350197	3	0.0346882428101	1.75173612928e-05	8.58918070082e-08
nan	8.94227813005e-05	0.011520147296	0.00253013088308	0.00368521544422	-0.0106175052891	-0.000113943601021	53200	4.31939026192e-10	5.21600264615e-06	7.95219161413e-05	-23560.5139113	-58040.0368033	102351.003271	-50180.6927142	-50198.2110704	-73741.2066255	3	0.0347534453753	4.83030185273e-06	8.58918070082e-08
nan	9.02295532231e-05	0.0115864691531	0.00254019545435	0.00369976597858	-0.0106820132088	-0.000114949853536	53300	5.65367935883e-10	5.21712808826e-06	7.97326531459e-05	-23875.6031281	-58327.4206591	102889.5272	-50368.0734197	-50370.5120097	-74243.6765478	3	0.0348186476651	6.26588424399e-06	8.58918070082e-08
nan	8.92918298758e-05	0.0116733436095	0.00258810913477	0.00375247019285	-0.0107465161603	-0.000114886132172	53400	1.74657518718e-09	5.2200734948e-06	8.06089955183e-05	-23736.8898628	-57929.259616	102190.804937	-50015.62788	-50019.6332252	-73752.5177428	3	0.0348838491896	1.95603023212e-05	8.58918070082e-08
nan	8.91719133851e-05	0.0117461221862	0.00260927678182	0.00377955893235	-0.0108110126892	-0.000115580879711	53500	1.62495869676e-09	5.22427732457e-06	8.14047210966e-05	-23632.8855461	-57878.9275022	102088.950867	-49999.2029705	-50005.4910193	-73632.0885167	3	0.0349490484875	1.82227635931e-05	8.58918070082e-08
nan	9.03866322936e-05	0.011804709401	0.00260543845207	0.00377972236956	-0.0108755024401	-0.000116993727832	53600	4.17930537578e-10	5.22650031282e-06	8.16083982488e-05	-23956.3665302	-58356.5951718	102952.280851	-50373.0287765	-50367.3614322	-74329.3953067	3	0.0350142451878	4.62380915156e-06	8.58918070082e-08
nan	9.01861207305e-05	0.0118842913882	0.0026414101724	0.00381785416807	-0.0109399873698	-0.000117303014438	53700	1.10378697053e-09	5.22836761479e-06	8.21286269402e-05	-24078.3873358	-58232.2565126	102758.08612	-50200.4060851	-50217.570032	-74278.7934209	3	0.0350794412446	1.22389893432e-05	8.58918070082e-08
nan	8.92594045577e-05	0.0119694208854	0.00268460521856	0.00386802907934	-0.0110044664656	-0.000117360180944	53800	2.42174839837e-09	5.23220554766e-06	8.30987725464e-05	-23895.3657814	-57850.8609095	102079.874443	-49874.747595	-49907.721757	-73770.1133764	3	0.0351446356637	2.71315768951e-05	8.58918070082e-08
nan	9.03157545425e-05	0.0120284013048	0.00267680555515	0.00387243416324	-0.0110689386853	-0.000118782260751	53900	2.68180593154e-09	5.24863796097e-06	8.34420900134e-05	-24095.1835782	-58268.0082111	102822.293834	-50233.9940176	-50240.8530197	-74329.1775958	3	0.0352098273908	2.96936669037e-05	8.58918070082e-08
nan	9.09855461342e-05	0.0120968218919	0.00268849437819	0.00389260359347	-0.0111334062679	-0.000119693991981	54000	1.62100519113e-09	5.25284963985e-06	8.36958817218e-05	-24399.0568169	-58498.0567585	103262.169268	-50367.7355119	-50359.6424348	-74766.7923289	3	0.0352750186562	1.78160736513e-05	8.58918070082e-08
nan	8.99684568763e-05	0.0121855867777	0.00273814596007	0.00394953505706	-0.0111978683084	-0.000119557476921	54100	1.53905046615e-09	5.25782631144e-06	8.45773087622e-05	-24277.8064716	-58075.4936348	102522.899875	-49977.0147275	-49994.6449777	-74254.8211991	3	0.0353402085761	1.71065562263e-05	8.58918070082e-08
nan	9.01019553287e-05	0.0122569706571	0.00275418159817	0.00397591174225	-0.0112623238823	-0.000120345262555	54200	5.46124791789e-10	5.26179259423e-06	8.52144484673e-05	-24282.304457	-58129.3030724	102616.327715	-50034.7117671	-50036.1812261	-74317.0162241	3	0.0354053962152	6.06118690539e-06	8.58918070082e-08
nan	9.13220081573e-05	0.0123168967983	0.00275197305804	0.00397954831274	-0.0113267729851	-0.000121697332419	54300	4.65781169689e-10	5.26285859267e-06	8.53532353275e-05	-24642.6457594	-58595.8878816	103467.47109	-50386.6072533	-50371.8033787	-75029.2530127	3	0.0354705815586	5.10042627279e-06	8.58918070082e-08
nan	9.09063610343e-05	0.0123986593011	0.0027917764133	0.00402155638474	-0.0113912168432	-0.000121909560104	54400	1.23838621002e-09	5.26459126408e-06	8.59907806582e-05	-24671.1256071	-58402.4328644	103141.072153	-50174.1005152	-50187.9719557	-74845.2261223	3	0.035535765834	1.36226573798e-05	8.58918070082e-08
nan	9.00397404625e-05	0.0124832492957	0.0028340843506	0.00407031471998	-0.011455654366	-0.00012201148331	54500	1.05793110796e-09	5.26795793578e-06	8.69461346948e-05	-24486.626122	-58053.8208418	102517.661936	-49879.3986275	-49916.0391483	-74366.0247496	3	0.0356009479611	1.17496019261e-05	8.58918070082e-08
nan	9.12276449176e-05	0.0125420152856	0.0028263792382	0.00407447796573	-0.0115200849447	-0.000123445045001	54600	4.17777518093e-10	5.26971740376e-06	8.71866750655e-05	-24749.3194276	-58519.3953572	103353.4183	-50269.9784487	-50268.9097466	-75019.2978763	3	0.0356661273182	4.57950568022e-06	8.58918070082e-08
nan	9.17272951556e-05	0.0126127875441	0.00284335976379	0.00409839457045	-0.0115845102111	-0.000124239877168	54700	7.01312617737e-10	5.27078395155e-06	8.74946052068e-05	-24995.4080074	-58679.3726294	103664.918792	-50349.4790207	-50343.7518393	-75344.8870281	3	0.0357313055329	7.6456262724e-06	8.58918070082e-08
nan	9.0566868887e-05	0.0127025110041	0.00289478730355	0.00415649221925	-0.0116489297666	-0.000124074126676	54800	1.66015453572e-09	5.27374715731e-06	8.8487816536e-05	-24778.3771265	-58204.9455599	102821.323361	-49934.6866353	-49967.0862827	-74713.0637618	3	0.0357964822219	1.83307047723e-05	8.58918070082e-08
nan	9.08688259261e-05	0.0127710877912	0.00290462331755	0.00417868978922	-0.0117133427508	-0.000125016878086	54900	4.90111748226e-10	5.27681794042e-06	8.91121734776e-05	-24790.5429689	-58325.9429231	103030.254172	-50057.8357368	-50071.6143269	-74848.3787057	3	0.0358616565187	5.39361814386e-06	8.58918070082e-08
nan	9.20713348987e-05	0.012831494689	0.00290190300421	0.00418459223585	-0.0117777503254	-0.000126351635998	55000	4.16018636145e-10	5.27786134286e-06	8.92530617314e-05	-25152.6115804	-58782.4997093	103866.386329	-50404.4566198	-50385.9743079	-75557.0682002	3	0.0359268295776	4.51843819363e-06	8.58918070082e-08
nan	9.14962702257e-05	0.0129154412173	0.00294448923386	0.00423108052199	-0.0118421519416	-0.000126470539641	55100	1.40730958873e-09	5.27974482458e-06	8.99557929545e-05	-25135.2807274	-58523.0079466	103420.355732	-50139.6921741	-50154.358764	-75274.9729016	3	0.0359920008601	1.53810596351e-05	8.58918070082e-08
nan	9.06004905599e-05	0.0129981801644	0.00298282818458	0.00427662708238	-0.0119065479634	-0.000126684379749	55200	1.61828021618e-09	5.28349480675e-06	9.10486365675e-05	-24864.2446752	-58181.7906394	102795.505978	-49881.6256998	-49917.8758435	-74745.870375	3	0.0360571707247	1.78617158271e-05	8.58918070082e-08
nan	9.18449858312e-05	0.0130551792711	0.00297297792012	0.00427735657876	-0.0119709368383	-0.000128200733235	55300	4.12062487991e-10	5.28554027055e-06	9.13184870966e-05	-25118.4809471	-58678.014721	103682.367753	-50306.7750741	-50302.0130677	-75425.2560212	3	0.0361223376189	4.48649955424e-06	8.58918070082e-08
nan	9.22199905068e-05	0.013127856758	0.00299402913952	0.00430435739236	-0.0120353196887	-0.000128900354933	55400	7.99133749908e-10	5.28676961985e-06	9.16560654239e-05	-25363.8049072	-58782.4599728	103899.533426	-50329.7998695	-50323.9752722	-75693.6047767	3	0.0361875026509	8.66551542151e-06	8.58918070082e-08
nan	9.09323664233e-05	0.013217553191	0.00304597085702	0.00436155020452	-0.0120996964304	-0.000128749497864	55500	2.38016793912e-09	5.29018537842e-06	9.27874504141e-05	-25084.5762417	-58275.8710911	102992.142094	-49907.5478352	-49927.9413613	-74992.1240769	3	0.036252665747	2.61751456906e-05	8.58918070082e-08
nan	9.12900451503e-05	0.0132820427372	0.00305074083975	0.00437505492536	-0.0121640673297	-0.000129890382548	55600	9.54454163007e-10	5.29479924857e-06	9.3553669887e-05	-25032.4293895	-58435.6966285	103255.848516	-50088.1561988	-50098.3480984	-75120.5855883	3	0.0363178271726	1.04551833821e-05	8.58918070082e-08
nan	9.24239260093e-05	0.0133425036186	0.00304947499067	0.0043804695561	-0.012228433733	-0.000131213740876	55700	9.90350006004e-10	5.2970321537e-06	9.37526609146e-05	-25374.1514555	-58863.7495119	104040.053326	-50411.1728719	-50394.7513364	-75785.3243274	3	0.0363829882791	1.07152990439e-05	8.58918070082e-08
nan	9.17104390776e-05	0.0134275640314	0.00309462911458	0.00442831200434	-0.0122927946072	-0.000131281886594	55800	1.79773272653e-09	5.30057695402e-06	9.45410908104e-05	-25329.1430096	-58547.1153291	103492.848039	-50099.4287809	-50113.345416	-75428.5717905	3	0.0364481480444	1.9602269323e-05	8.58918070082e-08
nan	9.10142425405e-05	0.0135072431168	0.00312740653149	0.00446830670199	-0.0123571509751	-0.000131658009639	55900	1.43586297717e-09	5.30549660636e-06	9.55949889078e-05	-25124.5417595	-58285.1775082	103012.237386	-49894.5170396	-49941.9566859	-75019.0587991	3	0.0365133074828	1.57762448722e-05	8.58918070082e-08
nan	9.2356500182e-05	0.0135635920968	0.00311577011614	0.00446870313732	-0.0124215014962	-0.000133207224982	56000	4.92530301148e-10	5.30757712028e-06	9.58025308304e-05	-25436.6081841	-58816.0915244	103968.037554	-50337.371694	-50336.923001	-75773.9798781	3	0.0365784652605	5.33292513442e-06	8.58918070082e-08
nan	9.25653360998e-05	0.0136387367171	0.00313986599844	0.00450111233125	-0.0124858467287	-0.000133792420925	56100	9.27868921266e-10	5.30890652845e-06	9.61917014458e-05	-25654.8883475	-58849.1462417	104059.947653	-50297.993634	-50296.5631096	-75952.8819815	3	0.0366436219228	1.00239350967e-05	8.58918070082e-08
nan	9.12113811305e-05	0.0137281516377	0.00318865353776	0.0045593291785	-0.0125501853948	-0.000133679942673	56200	2.47692699645e-09	5.31268591539e-06	9.74246016238e-05	-25335.5035751	-58327.1121176	103118.649608	-49869.5860214	-49906.6607351	-75205.0895964	3	0.036708776194	2.71558983731e-05	8.58918070082e-08
nan	9.18228252724e-05	0.0137896425591	0.00318502842048	0.00456987981536	-0.0126145168097	-0.000134984027562	56300	7.63693713846e-10	5.31633445761e-06	9.81030960701e-05	-25312.5554877	-58585.4403305	103556.077128	-50146.9211022	-50149.9232994	-75459.4765899	3	0.0367739273735	8.317035678e-06	8.58918070082e-08
nan	9.28914022225e-05	0.0138522858745	0.00318672944431	0.00458012548316	-0.0126788418224	-0.000136200485772	56400	5.14258314674e-10	5.31776550049e-06	9.8263517878e-05	-25694.1835954	-58977.4051054	104285.799759	-50420.409599	-50397.2125227	-76114.5931945	3	0.036839076305	5.53612392934e-06	8.58918070082e-08
nan	9.20141272367e-05	0.0139402238564	0.00323654138724	0.00463319600144	-0.0127431603548	-0.000136136028508	56500	1.7788094653e-09	5.32037890569e-06	9.90819521457e-05	-25643.403134	-58605.7711627	103643.351546	-50051.0555881	-50071.7991781	-75694.458722	3	0.0369042229181	1.93319169427e-05	8.58918070082e-08
nan	9.14618066134e-05	0.0140181127554	0.0032656164675	0.00467031986126	-0.0128074722996	-0.000136611468762	56600	8.00796603547e-10	5.3244563369e-06	0.000100091023317	-25434.0380827	-58415.6730258	103285.766998	-49928.1526251	-49956.6757445	-75362.1907079	3	0.0369693671035	8.75553012999e-06	8.58918070082e-08
nan	9.28469761914e-05	0.0140747604111	0.00325688422074	0.00467000080665	-0.0128717783647	-0.000138134177485	56700	4.39648031448e-10	5.3259876868e-06	0.00010023108593	-25792.2550282	-58953.0007924	104259.222431	-50357.9650966	-50350.8171559	-76150.2201248	3	0.0370345095694	4.73518955041e-06	8.58918070082e-08
nan	9.28701076631e-05	0.0141519346391	0.00328652721649	0.00470466166411	-0.012936079449	-0.000138614906613	56800	2.17876312781e-09	5.32783157953e-06	0.000100699191513	-25951.9752685	-58917.553751	104224.095065	-50263.5074622	-50273.6710602	-76215.4827307	3	0.0370996512241	2.34603273608e-05	8.58918070082e-08
nan	9.15081848168e-05	0.0142407006256	0.00333508551268	0.00476077271264	-0.0130003769987	-0.000138542212789	56900	5.13869395134e-09	5.33350089911e-06	0.000101974696996	-25581.466594	-58405.6919522	103293.267101	-49869.7354723	-49896.1383182	-75451.2020663	3	0.0371647935265	5.61555664297e-05	8.58918070082e-08
nan	9.23589837591e-05	0.0143011290251	0.00333169124982	0.00476824104051	-0.0130646853076	-0.00013989068134	57000	7.27895997376e-10	5.33994536628e-06	0.000102460695305	-25697.7280038	-58751.2508383	103901.406544	-50187.7737191	-50180.477073	-75885.5017229	3	0.0372299508296	7.88116074636e-06	8.58918070082e-08
nan	9.32972263829e-05	0.0143661361362	0.00333957137844	0.00478145998855	-0.013129004946	-0.00014098496378	57100	5.38453809679e-10	5.34162398227e-06	0.00010262921957	-26074.4731608	-59086.2034309	104531.985456	-50397.5030118	-50389.1311082	-76471.9761726	3	0.0372951238528	5.77138067823e-06	8.58918070082e-08
nan	9.23533269008e-05	0.0144551325702	0.00339064424822	0.00483640086653	-0.013193317091	-0.000140885044773	57200	1.65053188249e-09	5.34441097997e-06	0.000103477237576	-25983.0782047	-58691.985529	103844.431865	-50018.2073588	-50056.4636647	-76001.2855635	3	0.037360293721	1.78719266309e-05	8.58918070082e-08
nan	9.20498559356e-05	0.0145318702239	0.0034144485317	0.00487362306002	-0.0132576239084	-0.000141440345256	57300	6.78615207324e-10	5.3480450286e-06	0.000104318377235	-25858.1663435	-58582.8597653	103639.168618	-49953.0112853	-49984.3903816	-75811.1776289	3	0.0374254624156	7.37225713639e-06	8.58918070082e-08
nan	9.33906715956e-05	0.0145896590086	0.00340547027028	0.00487721846733	-0.0133219241196	-0.000142918992652	57400	4.26512142477e-10	5.34939152262e-06	0.000104459401281	-26201.1836167	-59096.705692	104571.348665	-50367.499613	-50353.9342333	-76568.6832297	3	0.0374906286748	4.56696729117e-06	8.58918070082e-08
nan	9.3312377118e-05	0.0146684170344	0.00343673407273	0.0049153288192	-0.0133862190258	-0.000143335974538	57500	1.0443842613e-09	5.35092820644e-06	0.000104966391427	-26323.7017362	-59029.446938	104476.168892	-50252.6922745	-50259.2545287	-76576.3940107	3	0.0375557937909	1.11923443979e-05	8.58918070082e-08
nan	9.20685934598e-05	0.014757743351	0.00348490955558	0.00497294908837	-0.0134505082271	-0.000143255975259	57600	1.64833769874e-09	5.35467489148e-06	0.000106120242841	-26029.1134021	-58560.7425708	103628.816119	-49868.4624054	-49916.1894996	-75897.5758075	3	0.0376209573751	1.79033657059e-05	8.58918070082e-08
nan	9.29612398138e-05	0.0148191580386	0.00347991524766	0.0049847794339	-0.0135147922232	-0.000144573780429	57700	4.5434382887e-10	5.35734105493e-06	0.00010653447079	-26186.1513818	-58914.8706581	104259.261162	-50185.4769353	-50187.506722	-76371.6283171	3	0.0376861199243	4.88745448943e-06	8.58918070082e-08
nan	9.38560189915e-05	0.0148846817622	0.00348627252523	0.00500084846623	-0.013579071016	-0.000145658071886	57800	5.03104219812e-10	5.35836567266e-06	0.000106736242213	-26524.8006244	-59233.2705019	104857.582874	-50397.8548484	-50379.3011845	-76922.6554727	3	0.037751281445	5.36038311892e-06	8.58918070082e-08
nan	9.28220577045e-05	0.0149739095968	0.00353634224492	0.00505681879231	-0.0136433440124	-0.000145565847288	57900	1.81931489892e-09	5.36098525974e-06	0.000107681633188	-26374.8060185	-58822.8766819	104132.567078	-50020.7495392	-50052.3249489	-76395.5555577	3	0.0378164413414	1.96000276649e-05	8.58918070082e-08
nan	9.24722695982e-05	0.015050180342	0.00355891209045	0.00509347217464	-0.0137076115449	-0.000146154013554	58000	1.43377104396e-09	5.36463970968e-06	0.000108600696898	-26231.5239708	-58697.390257	103895.271216	-49941.1023825	-49978.4420353	-76172.6263533	3	0.0378815999407	1.55048756799e-05	8.58918070082e-08
nan	9.38435947226e-05	0.0151070199415	0.00354779408179	0.00509613844969	-0.0137718764723	-0.000147682173034	58100	4.56852021446e-10	5.36739426317e-06	0.000108760693685	-26565.8071579	-59226.1724687	104852.540954	-50377.337257	-50358.0357342	-76943.1444149	3	0.0379467601155	4.8682280639e-06	8.58918070082e-08
nan	9.37708098671e-05	0.0151859594849	0.00357951836526	0.00513436747853	-0.0138361369011	-0.000148097657314	58200	1.06072127698e-09	5.36956353411e-06	0.000109260742947	-26705.6369266	-59160.8781268	104764.212914	-50259.9559521	-50257.0855494	-76965.5928787	3	0.0380119199939	1.13118493749e-05	8.58918070082e-08
nan	9.23549569693e-05	0.015275438097	0.00362928770942	0.00519098960419	-0.0139003923221	-0.000148016498781	58300	2.41235170716e-09	5.37425363838e-06	0.000110583173841	-26295.6735291	-58627.6950703	103787.910426	-49849.8171098	-49887.7774624	-76145.4906389	3	0.0380770790451	2.61204356141e-05	8.58918070082e-08
nan	9.32205245899e-05	0.0153344713404	0.00362343292784	0.00519667863742	-0.0139646437923	-0.000149437262425	58400	1.03830484293e-09	5.37781793842e-06	0.000111126161648	-26358.5902126	-58971.2688498	104384.115695	-50185.6115913	-50183.993154	-76544.201804	3	0.0381422383249	1.11381570475e-05	8.58918070082e-08
nan	9.41265023915e-05	0.0153987012543	0.00362927475187	0.00520946574097	-0.0140288927499	-0.00015057730972	58500	7.42542645534e-10	5.37995765771e-06	0.000111372759767	-26680.3078882	-59289.7125576	104978.952683	-50400.2335876	-50388.3626095	-77080.5414758	3	0.0382073992878	7.88877337061e-06	8.58918070082e-08
nan	9.30566209739e-05	0.0154873195572	0.00367946620773	0.00526327953864	-0.0140931360595	-0.000150517266044	58600	2.65839207541e-09	5.3843610273e-06	0.000112383952257	-26482.1960534	-58847.8595661	104194.603732	-50016.0390012	-50029.3046426	-76498.2350546	3	0.0382725588	2.85674683605e-05	8.58918070082e-08
nan	9.26861709152e-05	0.0155610239871	0.00370215853851	0.00529228287671	-0.0141573737549	-0.000151213203196	58700	1.43210094059e-09	5.39022844509e-06	0.000113429869148	-26243.0995186	-58715.3495126	103929.67199	-49963.1967093	-49976.5556006	-76206.296228	3	0.0383377168629	1.54510745934e-05	8.58918070082e-08
nan	9.40709249506e-05	0.0156169241926	0.00369410690059	0.00529034105604	-0.0142216098581	-0.000152762182226	58800	1.55772706196e-09	5.39269254594e-06	0.000113597808766	-26604.1617268	-59247.07656	104893.18415	-50380.4800353	-50376.1078824	-76984.6417622	3	0.0384028775158	1.65590703268e-05	8.58918070082e-08
nan	9.39136890694e-05	0.0156961697609	0.00372799946403	0.00532789855184	-0.0142858413186	-0.000153157478592	58900	6.90197870766e-09	5.39693625419e-06	0.000114154859258	-26719.5174692	-59135.062959	104722.536359	-50228.3238176	-50229.0237726	-76947.8412868	3	0.038468037736	7.34927865794e-05	8.58918070082e-08
nan	9.24510030453e-05	0.0157825538227	0.00377360108562	0.00537814831512	-0.0143500683174	-0.000153227257736	59000	4.21264204021e-09	5.41408039e-06	0.000115664993131	-26220.5472877	-58599.0379094	103727.630007	-49849.9748205	-49876.6167996	-76070.5221082	3	0.0385331976736	4.55662123876e-05	8.58918070082e-08
nan	9.34246766953e-05	0.0158384730132	0.00376493593443	0.00537685977851	-0.0144142937296	-0.00015478153326	59100	1.98591575692e-09	5.4209404227e-06	0.000116234807268	-26271.6313536	-58992.9562529	104405.926353	-50234.9537333	-50237.3299387	-76506.5850869	3	0.0385983602185	2.12568651792e-05	8.58918070082e-08
nan	9.41422282924e-05	0.0159049360443	0.00377603609678	0.0053926899497	-0.0144785163976	-0.000155801793714	59200	1.95701521653e-09	5.42517715859e-06	0.000116548421802	-26571.5263263	-59231.3493243	104860.923506	-50375.2596751	-50372.0022962	-76946.7860015	3	0.038663524237	2.07878573943e-05	8.58918070082e-08
nan	9.31037083435e-05	0.0159941327411	0.00382686480601	0.00544759250601	-0.0145427343985	-0.000155718702197	59300	3.69380897394e-09	5.43058653029e-06	0.000117502724375	-26457.4554193	-58804.7861316	104116.257308	-49976.5876758	-50003.7276238	-76434.0430951	3	0.0387286877856	3.96741337124e-05	8.58918070082e-08
nan	9.26490075927e-05	0.0160650324968	0.00384235100614	0.00547344847609	-0.0146069493615	-0.000156559175558	59400	5.1010200257e-09	5.4376729493e-06	0.000118773131265	-26116.0719722	-58702.7361531	103885.621365	-49987.5875163	-50016.9614545	-76103.6594885	3	0.0387938524814	5.50574707516e-05	8.58918070082e-08
nan	9.3221275847e-05	0.0161214344321	0.00383140952559	0.00547521693106	-0.0146711604433	-0.000158089024268	59500	1.48379118209e-08	5.45196320586e-06	0.000119712259948	-26026.5643582	-59034.9599477	104430.826629	-50336.9034529	-50404.5085792	-76363.4678111	3	0.0388590174934	0.000159168727161	8.58918070082e-08
nan	9.1914713779e-05	0.0162005908245	0.00385599609755	0.00551900383136	-0.0147353667708	-0.000158513897943	59600	6.39794799913e-09	5.49417624153e-06	0.000121421734233	-25554.4028161	-58647.5411636	103694.686015	-50102.5949188	-50183.0308369	-75656.997735	3	0.0389241819357	6.96074408121e-05	8.58918070082e-08
nan	9.15966352186e-05	0.0162800603847	0.00387565216207	0.00556708227378	-0.0147995703115	-0.0001589634119	59700	1.96730097826e-09	5.50821490161e-06	0.000122172812395	-25511.0989879	-58487.1528616	103427.693981	-50006.3089477	-49937.7417016	-75517.4079356	3	0.0389893477761	2.14778738713e-05	8.58918070082e-08
nan	9.27174639417e-05	0.0163393795028	0.00387260651298	0.00557194587857	-0.0148637700621	-0.00016033736488	59800	1.38725742248e-09	5.51130256452e-06	0.000122423972853	-25843.5564148	-58910.6805836	104201.757526	-50322.0441721	-50244.3969918	-76165.6005869	3	0.0390545140262	1.4962201979e-05	8.58918070082e-08
nan	9.28933512932e-05	0.016411275025	0.00390158513334	0.0055913733126	-0.014927964559	-0.000161047979879	59900	2.23736114052e-09	5.51428384598e-06	0.000122966274357	-26019.6044495	-58930.3815244	104258.973203	-50261.3546853	-50248.8307532	-76280.9591347	3	0.0391196792047	2.40852666996e-05	8.58918070082e-08
nan	9.17702967636e-05	0.0164935177061	0.00394978270803	0.00562766892724	-0.0149921541256	-0.000161261502155	60000	7.18782594904e-09	5.52697580903e-06	0.000124282112839	-25677.6473462	-58479.7804253	103435.529025	-49914.5914716	-49932.5109865	-75592.2388178	3	0.0391848436214	7.83241005263e-05	8.58918070082e-08
nan	9.16944638338e-05	0.0165513889937	0.00395070954619	0.00562556334034	-0.0150563411494	-0.000162681126352	60100	3.03388366379e-08	5.55056151237e-06	0.000125718049305	-25265.6775793	-58502.939335	103403.175586	-50058.5321743	-50126.0760773	-75324.2097535	3	0.039250009679	0.000330868793702	8.58918070082e-08
nan	9.1708713328e-05	0.0166056278238	0.00393783597058	0.00562228037002	-0.0151205253458	-0.00016428845215	60200	9.52375173442e-09	5.60661995353e-06	0.000127283770366	-24801.5309409	-58601.6593949	103498.314832	-50321.5684869	-50360.31027	-75123.0994277	3	0.0393151771154	0.000103847839413	8.58918070082e-08
nan	9.18399848311e-05	0.0166817479496	0.00396143212443	0.00565792986222	-0.0151847159951	-0.000164826303746	60300	4.09303489106e-09	5.6205167408e-06	0.00012769683504	-25113.3576723	-58597.7400024	103546.363682	-50232.7924067	-50214.2775216	-75346.150079	3	0.0393803552571	4.4567024903e-05	8.58918070082e-08
nan	9.12321699912e-05	0.0167661593535	0.00400163255298	0.0057063183395	-0.0152489005304	-0.000164970577853	60400	5.73226251759e-09	5.6282311582e-06	0.000128436415844	-25132.892435	-58323.4909057	103085.038419	-49956.3547624	-49924.8707572	-75089.2471974	3	0.0394455315662	6.28315923883e-05	8.58918070082e-08
